asv	origin	relative_abundance
ASV 5934 Candidatus Moranbacteria	Meteoric	0.00400956930667243
ASV 5935 WWE3	Meteoric	0.0035176890571549943
ASV 5936 Bacteria	Meteoric	0.00379344010612689
ASV 5937 Thermodesulfovibrionia	Meteoric	0.003972305651405958
ASV 5938 Candidatus Moranbacteria	Meteoric	0.003413350822408872
ASV 5939 Bacteria	Meteoric	0.0035102363261017
ASV 5940 Candidatus Kaiserbacteria	Meteoric	0.0034804254018885217
ASV 5941 Bacteroidetes vadinHA17	Meteoric	0.0035847636366346447
ASV 5942 Lenti-02	Meteoric	0.003666743678220884
ASV 5943 Candidatus Moranbacteria	Meteoric	0.002914017841838142
ASV 5944 Patescibacteria	Meteoric	0.00301090334553097
ASV 5945 WOR-1	Meteoric	0.0033015598566094547
ASV 5946 Syntrophus	Meteoric	0.0026457195239195405
ASV 5947 Candidatus Kaiserbacteria	Meteoric	0.0026978886412926018
ASV 5948 Candidatus Zambryskibacteria	Meteoric	0.0027276995655057795
ASV 5949 Candidatus Kerfeldbacteria	Meteoric	0.0025711922133865956
ASV 5950 ADurb.Bin180	Meteoric	0.002608455868653068
ASV 5951 Candidatus Peribacteria	Meteoric	0.002608455868653068
ASV 5952 WOR-1	Meteoric	0.0026829831791860127
ASV 5953 CCM11a	Meteoric	0.0023550630128410556
ASV 5954 Berkelbacteria	Meteoric	0.0024668539786404727
ASV 5955 ADurb.Bin180	Meteoric	0.0024892121718003563
ASV 5956 Candidatus Jorgensenbacteria	Meteoric	0.002235819315988344
ASV 5957 Sh765B-TzT-35	Meteoric	0.0025339285581201234
ASV 5958 Candidatus Kaiserbacteria	Meteoric	0.002317799357574583
ASV 5959 Bacteria	Meteoric	0.00257864494443989
ASV 5960 ABY1	Meteoric	0.001997331922282921
ASV 5961 Parcubacteria	Meteoric	9.390441127151045e-4
ASV 5962 Parcubacteria	Meteoric	0.002019690115442804
ASV 5963 Deltaproteobacteria	Meteoric	0.002094217425975749
ASV 5964 Sva0485	Meteoric	0.0022805357023081107
ASV 5965 Candidatus Uhrbacteria	Meteoric	0.0021389338122955156
ASV 5966 Thermodesulfovibrionia	Meteoric	0.0019824264601763317
ASV 5967 Anaerolineaceae	Meteoric	0.0022432720470416385
ASV 5968 Micrarchaeia	Meteoric	0.0023028938954679943
ASV 5969 Candidatus Doudnabacteria	Meteoric	0.002034595577549393
ASV 5970 Bacteria	Meteoric	0.0019898791912296263
ASV 5971 Candidatus Kaiserbacteria	Meteoric	0.001974973729123037
ASV 5972 Thermodesulfovibrionia	Meteoric	0.0020718592328158652
ASV 5973 Bacteroidetes vadinHA17	Meteoric	0.0021016701570290433
ASV 5974 Bacteria	Meteoric	0.0016619590248846692
ASV 5975 WOR-1	Meteoric	0.00186318276332362
ASV 5976 Sva0485	Meteoric	0.0018929936875367978
ASV 5977 WOR-1	Meteoric	0.0016992226801511414
ASV 5978 Thermodesulfovibrionia	Meteoric	0.001818466377003853
ASV 5979 GWA2-38-13b	Meteoric	0.0015874317143517243
ASV 5980 Chitinivibrionia	Meteoric	0.0017961081838439696
ASV 5981 Dehalococcoidia	Meteoric	0.0016694117559379635
ASV 5982 Anaerolineaceae	Meteoric	0.0016097899075116077
ASV 5983 Gemmatimonadaceae	Meteoric	0.0014756407485523068
ASV 5984 Bacteria	Meteoric	0.0014756407485523068
ASV 5985 Candidatus Komeilibacteria	Meteoric	0.0014011134380193622
ASV 5986 Candidatus Liptonbacteria	Meteoric	0.0014383770932858346
ASV 5987 PRD18C08	Meteoric	0.0012297006237935893
ASV 5988 CCM11a	Meteoric	0.0013116806653798285
ASV 5989 Calderihabitans	Meteoric	0.0014532825553924236
ASV 5990 Woesearchaeia	Meteoric	0.0013414915895930064
ASV 5991 Parcubacteria	Meteoric	0.0011849842374738223
ASV 5992 Omnitrophicaeota	Meteoric	0.0014979989417121904
ASV 5993 Candidatus Komeilibacteria	Meteoric	0.0012818697411666506
ASV 5994 TSAC18	Meteoric	0.0013936607069660678
ASV 5995 Bacteroidetes BD2-2	Meteoric	0.0013638497827528897
ASV 5996 Candidatus Nomurabacteria	Meteoric	0.0013713025138061843
ASV 5997 Candidatus Falkowbacteria	Meteoric	4.471638631976688e-5
ASV 5998 VHS-B4-70	Meteoric	0.0010508350785145217
ASV 5999 RBG-16-49-21	Meteoric	0.001103004195887583
ASV 6000 Candidatus Levybacteria	Meteoric	0.0012669642790600617
ASV 6001 Parcubacteria	Meteoric	0.0011253623890474665
ASV 6002 Gastranaerophilales	Meteoric	0.0012818697411666506
ASV 6003 Thermodesulfovibrionia	Meteoric	0.0013265861274864175
ASV 6004 Bacteroidetes BD2-2	Meteoric	0.0011849842374738223
ASV 6005 WWE3	Meteoric	0.001088098733780994
ASV 6006 Candidatus Moranbacteria	Meteoric	0.0012967752032732394
ASV 6007 MSB-5E12	Meteoric	0.0012222478927402945
ASV 6008 WWE3	Meteoric	0.0010880987337809939
ASV 6009 WOR-1	Meteoric	0.0011402678511540554
ASV 6010 ADurb.Bin180	Meteoric	0.001117909657994172
ASV 6011 CPR2	Meteoric	0.001073193271674405
ASV 6012 WOR-1	Meteoric	0.0010359296164079326
ASV 6013 BSV26	Meteoric	0.001229700623793589
ASV 6014 ABY1	Meteoric	9.912132300881659e-4
ASV 6015 Sva0485	Meteoric	0.0013340388585397118
ASV 6016 Bacteria	Meteoric	0.0011328151201007608
ASV 6017 Thermodesulfovibrionia	Meteoric	9.688550369282824e-4
ASV 6018 WOR-1	Meteoric	9.315913816618101e-4
ASV 6019 Desulfobulbaceae	Meteoric	8.943277263953375e-4
ASV 6020 Thermodesulfovibrionia	Meteoric	9.3159138166181e-4
ASV 6021 Candidatus Moranbacteria	Meteoric	0.0010359296164079326
ASV 6022 RBG-13-54-9	Meteoric	0.001006118692194755
ASV 6023 GOUTB8	Meteoric	8.123476848090983e-4
ASV 6024 Candidatus Peregrinibacteria	Meteoric	9.464968437683989e-4
ASV 6025 PRD18C08	Meteoric	9.614023058749879e-4
ASV 6026 Candidatus Nomurabacteria	Meteoric	7.676312984893314e-4
ASV 6027 Syntrophaceae	Meteoric	9.688550369282823e-4
ASV 6028 Candidatus Magasanikbacteria	Meteoric	8.943277263953376e-4
ASV 6029 Desulfobulbaceae	Meteoric	7.974422227025093e-4
ASV 6030 WOR-1	Meteoric	9.241386506085155e-4
ASV 6031 WOR-1	Meteoric	9.986659611414604e-4
ASV 6032 Anaerolineae	Meteoric	6.334821395300309e-4
ASV 6033 Woesearchaeia	Meteoric	0.0010284768853546383
ASV 6034 Actinobacteria	Meteoric	8.570640711288652e-4
ASV 6035 Omnitrophicaeota	Meteoric	9.763077679815769e-4
ASV 6036 Candidatus Yanofskybacteria	Meteoric	7.676312984893314e-4
ASV 6037 Clostridia	Meteoric	8.272531469156872e-4
ASV 6038 Sva0485	Meteoric	8.272531469156872e-4
ASV 6039 Candidatus Kaiserbacteria	Meteoric	0.0010806460027276996
ASV 6040 Candidatus Abawacabacteria	Meteoric	7.750840295426258e-4
ASV 6041 Deltaproteobacteria	Meteoric	8.794222642887486e-4
ASV 6042 Candidatus Uhrbacteria	Meteoric	7.825367605959205e-4
ASV 6043 Parcubacteria	Meteoric	8.794222642887486e-4
ASV 6044 Sh765B-TzT-35	Meteoric	8.048949537558038e-4
ASV 6045 Candidatus Kaiserbacteria	Meteoric	7.899894916492149e-4
ASV 6046 Candidatus Kaiserbacteria	Meteoric	7.452731053294479e-4
ASV 6047 Clostridia	Meteoric	7.527258363827425e-4
ASV 6048 Clostridium sensu_stricto_9	Meteoric	8.645168021821596e-4
ASV 6049 RBG-13-46-9	Meteoric	8.719695332354541e-4
ASV 6050 Dehalococcoidia	Meteoric	8.347058779689817e-4
ASV 6051 CCM11a	Meteoric	6.483876016366197e-4
ASV 6052 Desulfosporosinus	Meteoric	9.464968437683989e-4
ASV 6053 Christensenellaceae R-7_group	Meteoric	7.527258363827425e-4
ASV 6054 WOR-1	Meteoric	7.080094500629755e-4
ASV 6055 Anaerolineae	Meteoric	6.260294084767363e-4
ASV 6056 Latescibacteria	Meteoric	7.229149121695646e-4
ASV 6057 Bacteroidetes BD2-2	Meteoric	7.30367643222859e-4
ASV 6058 Anaerolineae	Meteoric	7.080094500629756e-4
ASV 6059 Candidatus Kaiserbacteria	Meteoric	6.260294084767363e-4
ASV 6060 Anaerolineaceae	Meteoric	7.303676432228591e-4
ASV 6061 Bacteroidetes BD2-2	Meteoric	6.036712153168528e-4
ASV 6062 Anaerolineae	Meteoric	6.856512569030921e-4
ASV 6063 Dehalococcoidia	Meteoric	8.868749953420431e-4
ASV 6064 RBG-16-55-12	Meteoric	6.781985258497977e-4
ASV 6065 WWE3	Meteoric	7.452731053294479e-4
ASV 6066 Anaerolineaceae	Meteoric	6.781985258497977e-4
ASV 6067 WOR-1	Meteoric	6.483876016366197e-4
ASV 6068 Berkelbacteria	Meteoric	5.58954828997086e-4
ASV 6069 Gastranaerophilales	Meteoric	5.813130221569694e-4
ASV 6070 Patescibacteria	Meteoric	6.334821395300309e-4
ASV 6071 Candidatus Falkowbacteria	Meteoric	3.4282562845154606e-4
ASV 6072 Bacteria	Meteoric	7.1546218111627e-4
ASV 6073 Lenti-02	Meteoric	8.719695332354542e-4
ASV 6074 Bacteria	Meteoric	6.856512569030921e-4
ASV 6075 Candidatus Peribacteria	Meteoric	6.483876016366197e-4
ASV 6076 WOR-1	Meteoric	6.260294084767363e-4
ASV 6077 Bacteria	Meteoric	6.781985258497977e-4
ASV 6078 WCHB1-41	Meteoric	6.334821395300307e-4
ASV 6079 Candidatus Levybacteria	Meteoric	4.4716386319766877e-4
ASV 6080 Nanohaloarchaeia	Meteoric	6.707457947965032e-4
ASV 6081 RBG-16-55-12	Meteoric	6.260294084767363e-4
ASV 6082 Desulfomonile	Meteoric	7.080094500629756e-4
ASV 6083 WOR-1	Meteoric	6.632930637432086e-4
ASV 6084 Napoli-4B-65	Meteoric	8.198004158623928e-4
ASV 6085 Syntrophus	Meteoric	6.856512569030921e-4
ASV 6086 Anaerolineaceae	Meteoric	6.707457947965032e-4
ASV 6087 GIF9	Meteoric	8.123476848090983e-4
ASV 6088 WOR-1	Meteoric	5.291439047839081e-4
ASV 6089 Woesearchaeia	Meteoric	6.931039879563867e-4
ASV 6090 Dehalococcoidia	Meteoric	6.111239463701473e-4
ASV 6091 Candidatus Kerfeldbacteria	Meteoric	7.527258363827425e-4
ASV 6092 WWE3	Modern marine	5.758447642691829e-6
ASV 6093 Pleomorphomonadaceae	Meteoric	6.036712153168528e-4
ASV 6094 Gastranaerophilales	Meteoric	6.111239463701473e-4
ASV 6095 Candidatus Moranbacteria	Meteoric	5.515020979437915e-4
ASV 6096 Dehalococcoidia	Meteoric	5.813130221569694e-4
ASV 6097 Candidatus Peribacteria	Meteoric	6.260294084767363e-4
ASV 6098 Sva0485	Meteoric	5.73860291103675e-4
ASV 6099 Desulfobacteraceae	Meteoric	5.962184842635584e-4
ASV 6100 Gastranaerophilales	Meteoric	6.409348705833253e-4
ASV 6101 WOR-1	Meteoric	5.14238442677319e-4
ASV 6102 ADurb.Bin180	Meteoric	0.00051423844267731915
ASV 6103 MSB-5E12	Meteoric	6.036712153168528e-4
ASV 6104 Candidatus Falkowbacteria	Meteoric	6.856512569030921e-4
ASV 6105 Candidatus Magasanikbacteria	Meteoric	5.664075600503805e-4
ASV 6106 Candidatus Peribacteria	Meteoric	7.303676432228591e-4
ASV 6107 WOR-1	Meteoric	5.515020979437915e-4
ASV 6108 Sva0485	Meteoric	6.036712153168528e-4
ASV 6109 CCM11a	Meteoric	5.216911737306136e-4
ASV 6110 Candidatus Levybacteria	Meteoric	4.695220563575522e-4
ASV 6111 Bacteria	Meteoric	5.664075600503804e-4
ASV 6112 Candidatus Moranbacteria	Meteoric	5.813130221569694e-4
ASV 6113 GIF3	Meteoric	7.1546218111627e-4
ASV 6114 RBG-13-46-9	Meteoric	4.993329805707301e-4
ASV 6115 Dehalococcoidia	Meteoric	4.5461659425096324e-4
ASV 6116 WWE3	Meteoric	5.515020979437915e-4
ASV 6117 Woesearchaeia	Meteoric	5.291439047839081e-4
ASV 6118 Dehalococcoidia	Meteoric	5.813130221569695e-4
ASV 6119 WOR-1	Meteoric	5.962184842635584e-4
ASV 6120 Planctomycetes	Meteoric	6.111239463701474e-4
ASV 6121 Thermodesulfovibrionia	Meteoric	6.856512569030921e-4
ASV 6122 Desulfosporosinus	Meteoric	6.856512569030921e-4
ASV 6123 GWB1-42-6	Meteoric	6.856512569030921e-4
ASV 6124 Dehalococcoidia	Meteoric	6.856512569030921e-4
ASV 6125 Bacteria	Meteoric	6.781985258497976e-4
ASV 6126 Bathyarchaeia	Meteoric	5.216911737306136e-4
ASV 6127 WCHB1-41	Meteoric	5.067857116240246e-4
ASV 6128 Syntrophus	Meteoric	6.707457947965032e-4
ASV 6129 ADurb.Bin180	Meteoric	5.216911737306136e-4
ASV 6130 Bacteroidetes vadinHA17	Meteoric	5.962184842635584e-4
ASV 6131 Dehalococcoidia	Meteoric	5.515020979437915e-4
ASV 6132 Woesearchaeia	Meteoric	5.216911737306136e-4
ASV 6133 Anaerolineae	Meteoric	4.6952205635755225e-4
ASV 6134 PRD18C08	Meteoric	4.1735293898449087e-4
ASV 6135 Parcubacteria	Meteoric	4.2480567003778534e-4
ASV 6136 Bacteria	Meteoric	4.6206932530425777e-4
ASV 6137 Micrarchaeia	Meteoric	6.334821395300307e-4
ASV 6138 Margulisbacteria	Meteoric	3.9499474582460744e-4
ASV 6139 Z114MB74	Meteoric	6.260294084767363e-4
ASV 6140 Candidatus Yanofskybacteria	Meteoric	4.769747874108467e-4
ASV 6141 WWE3	Meteoric	4.1735293898449087e-4
ASV 6142 Dehalococcoidia	Meteoric	4.7697478741084667e-4
ASV 6143 WOR-1	Meteoric	4.844275184641412e-4
ASV 6144 Desulfatirhabdium	Meteoric	0.00030556197318507363
ASV 6145 Candidatus Nomurabacteria	Meteoric	4.8442751846414114e-4
ASV 6146 Thermodesulfovibrionia	Meteoric	6.036712153168528e-4
ASV 6147 Sva0485	Meteoric	6.036712153168528e-4
ASV 6148 WOR-1	Meteoric	4.471638631976688e-4
ASV 6149 Candidatus Kerfeldbacteria	Meteoric	4.769747874108467e-4
ASV 6150 Candidatus Abawacabacteria	Meteoric	4.3225840109107987e-4
ASV 6151 Syntrophus	Meteoric	5.813130221569694e-4
ASV 6152 RBG-16-55-12	Meteoric	5.067857116240246e-4
ASV 6153 Bacteroidetes vadinHA17	Meteoric	4.2480567003778534e-4
ASV 6154 BSV26	Meteoric	4.844275184641412e-4
ASV 6155 Candidatus Magasanikbacteria	Meteoric	4.1735293898449087e-4
ASV 6156 Desulfurivibrio	Meteoric	5.664075600503804e-4
ASV 6157 Candidatus Magasanikbacteria	Meteoric	4.4716386319766877e-4
ASV 6158 Omnitrophicaeota	Meteoric	5.664075600503805e-4
ASV 6159 Anaerolineaceae	Meteoric	4.322584010910798e-4
ASV 6160 Bacteria	Meteoric	3.72636552664724e-4
ASV 6161 WOR-1	Meteoric	5.58954828997086e-4
ASV 6162 Saccharimonadales	Meteoric	4.2480567003778534e-4
ASV 6163 Anaerolineae	Meteoric	3.9499474582460744e-4
ASV 6164 WCHB1-41	Meteoric	5.515020979437915e-4
ASV 6165 Candidatus Kerfeldbacteria	Meteoric	4.6952205635755225e-4
ASV 6166 Dehalococcoidia	Meteoric	4.322584010910798e-4
ASV 6167 Dehalococcoidia	Meteoric	4.024474768779019e-4
ASV 6168 Candidatus Azambacteria	Meteoric	4.3225840109107987e-4
ASV 6169 CCM11a	Meteoric	5.365966358372025e-4
ASV 6170 Bacteroidetes BD2-2	Meteoric	4.5461659425096324e-4
ASV 6171 WS4	Meteoric	5.365966358372025e-4
ASV 6172 Omnitrophicaeota	Meteoric	5.365966358372025e-4
ASV 6173 Woesearchaeia	Meteoric	4.322584010910798e-4
ASV 6174 Bacteria	Meteoric	4.4716386319766877e-4
ASV 6175 Dehalococcoidia	Meteoric	5.291439047839081e-4
ASV 6176 A4b	Meteoric	4.099002079311964e-4
ASV 6177 Candidatus Magasanikbacteria	Meteoric	4.397111321443743e-4
ASV 6178 Woesearchaeia	Meteoric	3.800892837180185e-4
ASV 6179 CCM11a	Meteoric	3.6518382161142954e-4
ASV 6180 WOR-1	Meteoric	3.9499474582460744e-4
ASV 6181 WOR-1	Meteoric	3.6518382161142954e-4
ASV 6182 Candidatus Lloydbacteria	Meteoric	2.3103466265212889e-4
ASV 6183 Firmicutes	Modern marine	5.458006896116603e-5
ASV 6184 Lenti-02	Meteoric	5.067857116240246e-4
ASV 6185 RBG-13-54-9	Meteoric	3.57731090558135e-4
ASV 6186 WS6 (Dojkabacteria)	Meteoric	3.6518382161142954e-4
ASV 6187 WWE3	Meteoric	3.2046743529166264e-4
ASV 6188 Woesearchaeia	Meteoric	3.57731090558135e-4
ASV 6189 Candidatus Nomurabacteria	Meteoric	4.993329805707301e-4
ASV 6190 Bradymonadales	Meteoric	3.7263655266472396e-4
ASV 6191 WCHB1-41	Meteoric	4.918802495174357e-4
ASV 6192 Candidatus Colwellbacteria	Meteoric	3.279201663449571e-4
ASV 6193 t0.6.f	Meteoric	3.651838216114295e-4
ASV 6194 Dehalococcoidales	Meteoric	4.844275184641412e-4
ASV 6195 PRD18C08	Meteoric	4.769747874108467e-4
ASV 6196 Pir4 lineage	Meteoric	2.0867646949224543e-4
ASV 6197 Parcubacteria	Meteoric	4.6952205635755225e-4
ASV 6198 Desulfobacca	Meteoric	4.695220563575522e-4
ASV 6199 GIF9	Meteoric	3.8008928371801844e-4
ASV 6200 Woesearchaeia	Meteoric	0.00030556197318507363
ASV 6201 Woesearchaeia	Meteoric	3.57731090558135e-4
ASV 6202 MSBL5	Meteoric	3.72636552664724e-4
ASV 6203 Candidatus Azambacteria	Meteoric	4.620693253042577e-4
ASV 6204 Sericytochromatia	Meteoric	4.0244747687790186e-4
ASV 6205 WWE3	Meteoric	3.800892837180185e-4
ASV 6206 Bacteroidales	Meteoric	2.1612920054553994e-4
ASV 6207 GOUTB8	Meteoric	4.4716386319766877e-4
ASV 6208 Sh765B-TzT-35	Meteoric	4.4716386319766877e-4
ASV 6209 Subgroup 6	Meteoric	3.502783595048406e-4
ASV 6210 Berkelbacteria	Meteoric	3.57731090558135e-4
ASV 6211 Candidatus Kaiserbacteria	Meteoric	4.4716386319766877e-4
ASV 6212 Bacteria	Modern marine	7.01028408675527e-6
ASV 6213 Candidatus Magasanikbacteria	Meteoric	3.055619731850737e-4
ASV 6214 GIF9	Meteoric	4.322584010910798e-4
ASV 6215 WOR-1	Meteoric	4.322584010910798e-4
ASV 6216 Latescibacteria	Meteoric	2.608455868653068e-4
ASV 6217 Anaerolineaceae	Meteoric	2.981092421317792e-4
ASV 6218 ABY1	Meteoric	2.7575104897189574e-4
ASV 6219 Candidatus Magasanikbacteria	Meteoric	3.353728973982516e-4
ASV 6220 GIF9	Meteoric	4.2480567003778534e-4
ASV 6221 Bacteria	Meteoric	4.2480567003778534e-4
ASV 6222 MSBL5	Meteoric	3.2046743529166264e-4
ASV 6223 Sva0485	Meteoric	3.055619731850737e-4
ASV 6224 RBG-13-46-9	Meteoric	3.055619731850737e-4
ASV 6225 Candidatus Nomurabacteria	Meteoric	3.1301470423836816e-4
ASV 6226 Candidatus Jorgensenbacteria	Meteoric	3.6518382161142954e-4
ASV 6227 WWE3	Meteoric	3.4282562845154606e-4
ASV 6228 Victivallales	Meteoric	2.4594012475871784e-4
ASV 6229 Desulfobacula	Meteoric	1.86318276332362e-4
ASV 6230 Sva0485	Meteoric	1.9377100738565648e-4
ASV 6231 WWE3	Meteoric	2.0122373843895096e-4
ASV 6232 Latescibacteria	Meteoric	3.5027835950484054e-4
ASV 6233 Bacteria	Meteoric	4.099002079311964e-4
ASV 6234 Bacteroidetes vadinHA17	Meteoric	4.024474768779019e-4
ASV 6235 SEEP-SRB1	Meteoric	4.024474768779019e-4
ASV 6236 Bacteria	Meteoric	3.4282562845154606e-4
ASV 6237 CCM11a	Meteoric	2.981092421317792e-4
ASV 6238 Omnitrophicaeota	Meteoric	4.024474768779019e-4
ASV 6239 Anaerolineaceae	Meteoric	3.2046743529166264e-4
ASV 6240 Parcubacteria	Meteoric	3.9499474582460744e-4
ASV 6241 Dehalococcoidia	Meteoric	3.2046743529166264e-4
ASV 6242 Candidatus Jorgensenbacteria	Meteoric	3.2046743529166264e-4
ASV 6243 Parcubacteria	Meteoric	1.788655452790675e-4
ASV 6244 Marinimicrobia (SAR406_clade)	Meteoric	3.5027835950484054e-4
ASV 6245 WOR-1	Meteoric	2.6829831791860126e-4
ASV 6246 Sh765B-TzT-35	Meteoric	3.8754201477131297e-4
ASV 6247 Dehalococcoidia	Meteoric	3.8754201477131297e-4
ASV 6248 Firmicutes	Meteoric	2.7575104897189574e-4
ASV 6249 SHA-26	Meteoric	2.906565110784847e-4
ASV 6250 Parcubacteria	Meteoric	2.533928558120123e-4
ASV 6251 Bacteria	Meteoric	2.161292005455399e-4
ASV 6252 Saccharimonadales	Meteoric	2.906565110784847e-4
ASV 6253 Veillonellaceae	Meteoric	3.800892837180185e-4
ASV 6254 Pirellulaceae	Meteoric	3.800892837180185e-4
ASV 6255 Candidatus Doudnabacteria	Meteoric	2.6829831791860126e-4
ASV 6256 Dehalococcoidia	Meteoric	3.800892837180185e-4
ASV 6257 WOR-1	Meteoric	3.1301470423836816e-4
ASV 6258 Clostridia	Meteoric	3.7263655266472396e-4
ASV 6259 Woesearchaeia	Meteoric	2.3848739370542336e-4
ASV 6260 Gemmatimonadaceae	Meteoric	3.7263655266472396e-4
ASV 6261 WWE3	Meteoric	2.832037800251902e-4
ASV 6262 Microgenomatia	Meteoric	2.0867646949224543e-4
ASV 6263 Desulfovibrio	Meteoric	3.6518382161142954e-4
ASV 6264 RBG-13-46-9	Meteoric	2.9065651107848474e-4
ASV 6265 MSBL7	Meteoric	2.608455868653068e-4
ASV 6266 Lenti-02	Meteoric	2.533928558120123e-4
ASV 6267 Omnitrophicaeota	Meteoric	1.8631827633236198e-4
ASV 6268 Anaerolineae	Meteoric	1.9377100738565648e-4
ASV 6269 Syntrophus	Meteoric	3.6518382161142954e-4
ASV 6270 RBG-13-46-9	Meteoric	3.651838216114295e-4
ASV 6271 Thermodesulfovibrionia	Meteoric	3.57731090558135e-4
ASV 6272 Woesearchaeia	Meteoric	3.57731090558135e-4
ASV 6273 Candidatus Peribacteria	Meteoric	3.57731090558135e-4
ASV 6274 Thermodesulfovibrionia	Meteoric	1.5650735211918408e-4
ASV 6275 Bacteria	Meteoric	2.3848739370542336e-4
ASV 6276 Anaerolineae	Meteoric	3.5027835950484054e-4
ASV 6277 Dehalococcoidia	Meteoric	3.5027835950484054e-4
ASV 6278 Candidatus Falkowbacteria	Meteoric	3.502783595048406e-4
ASV 6279 Candidatus Kerfeldbacteria	Meteoric	2.608455868653068e-4
ASV 6280 Deltaproteobacteria	Meteoric	2.7575104897189574e-4
ASV 6281 Bacteria	Meteoric	2.3848739370542336e-4
ASV 6282 Woesearchaeia	Meteoric	3.5027835950484054e-4
ASV 6283 Bacteria	Meteoric	3.5027835950484054e-4
ASV 6284 SJA-15	Meteoric	3.4282562845154606e-4
ASV 6285 GIF9	Meteoric	2.6829831791860126e-4
ASV 6286 Latescibacteria	Meteoric	2.7575104897189574e-4
ASV 6287 Deltaproteobacteria	Meteoric	2.4594012475871784e-4
ASV 6288 ABY1	Meteoric	2.3103466265212886e-4
ASV 6289 Syntrophus	Meteoric	3.4282562845154606e-4
ASV 6290 AKIW659	Meteoric	2.7575104897189574e-4
ASV 6291 GIF9	Meteoric	3.353728973982516e-4
ASV 6292 Candidatus Moranbacteria	Meteoric	3.055619731850737e-4
ASV 6293 Bacteroidetes BD2-2	Meteoric	2.2358193159883438e-4
ASV 6294 SBR1031	Meteoric	2.3103466265212889e-4
ASV 6295 Bacteria	Meteoric	3.353728973982516e-4
ASV 6296 Desulfobacterium	Meteoric	2.235819315988344e-4
ASV 6297 SEEP-SRB1	Meteoric	2.0122373843895096e-4
ASV 6298 Candidatus Kaiserbacteria	Meteoric	3.279201663449571e-4
ASV 6299 MSBL5	Meteoric	2.0122373843895096e-4
ASV 6300 Candidatus Komeilibacteria	Meteoric	2.8320378002519026e-4
ASV 6301 Subgroup 21	Meteoric	2.2358193159883438e-4
ASV 6302 Desulfarculaceae	Meteoric	2.3103466265212889e-4
ASV 6303 Candidatus Paceibacter	Meteoric	3.279201663449571e-4
