asv	origin	relative_abundance
ASV 3274 Leptolinea	Modern marine	3.0044074657522587e-6
ASV 3275 Oceanobacter	Modern marine	1.2518364440634412e-6
ASV 3276 Acinetobacter	Modern marine	3.2547747545649467e-6
ASV 3277 Bacteria	Modern marine	3.0044074657522587e-6
ASV 3278 Archaea	Modern marine	4.2562439098156994e-6
ASV 3279 Patescibacteria	Modern marine	3.0044074657522583e-6
ASV 3280 Candidatus Azambacteria	Modern marine	3.0044074657522587e-6
ASV 3281 Rickettsiales	Modern marine	3.0044074657522583e-6
ASV 3282 vadinHA49	Modern marine	5.007345776253764e-7
ASV 3283 Campylobacterales	Modern marine	3.0044074657522587e-6
ASV 3284 Campylobacterales	Old saline	8.609785164335687e-6
ASV 3285 Candidatus Magasanikbacteria	Old saline	9.32726726136366e-6
ASV 3286 Omnitrophicaeota	Old saline	8.609785164335687e-6
ASV 3287 Bacteria	Old saline	9.32726726136366e-6
ASV 3288 Sulfurimonas	Old saline	8.609785164335687e-6
ASV 3289 Burkholderiaceae	Old saline	8.609785164335687e-6
ASV 3290 Candidatus Uhrbacteria	Old saline	8.609785164335687e-6
ASV 3291 FW113	Old saline	8.609785164335687e-6
ASV 3292 Paraherbaspirillum	Modern marine	3.2547747545649467e-6
ASV 3293 Paraherbaspirillum	Modern marine	3.0044074657522587e-6
ASV 3294 Candidatus Falkowbacteria	Modern marine	3.505142043377635e-6
ASV 3295 Bacteria	Modern marine	3.2547747545649467e-6
ASV 3296 Latescibacteraceae	Modern marine	3.505142043377635e-6
ASV 3297 Latescibacteria	Modern marine	3.0044074657522587e-6
ASV 3298 Candidatus Nealsonbacteria	Modern marine	3.2547747545649467e-6
ASV 3299 Parcubacteria	Modern marine	3.0044074657522587e-6
ASV 3300 Candidatus Portnoybacteria	Modern marine	3.0044074657522587e-6
ASV 3301 Sh765B-AG-111	Modern marine	3.0044074657522587e-6
ASV 3302 Candidatus Yanofskybacteria	Modern marine	3.2547747545649467e-6
ASV 3303 Candidatus Falkowbacteria	Modern marine	2.5036728881268823e-6
ASV 3304 Candidatus Falkowbacteria	Modern marine	3.755509332190323e-6
ASV 3305 Candidatus Falkowbacteria	Modern marine	3.505142043377635e-6
ASV 3306 Candidatus Falkowbacteria	Modern marine	3.0044074657522583e-6
ASV 3307 Subgroup 21	Modern marine	3.0044074657522587e-6
ASV 3308 Hydrogenedensaceae	Modern marine	3.2547747545649467e-6
ASV 3309 GIF3	Modern marine	3.0044074657522587e-6
ASV 3310 Berkelbacteria	Modern marine	1.5022037328761294e-6
ASV 3311 Patescibacteria	Modern marine	7.511018664380647e-7
ASV 3312 Candidatus Portnoybacteria	Modern marine	2.0029383105015055e-6
ASV 3313 TRA3-20	Modern marine	3.0044074657522587e-6
ASV 3314 Campylobacterales	Modern marine	3.2547747545649467e-6
ASV 3315 Betaproteobacteriales	Modern marine	3.0044074657522587e-6
ASV 3316 Candidatus Falkowbacteria	Modern marine	3.0044074657522587e-6
ASV 3317 Alphaproteobacteria	Modern marine	3.0044074657522587e-6
ASV 3318 Sulfurimonas	Modern marine	3.0044074657522587e-6
ASV 3319 Burkholderiaceae	Modern marine	3.0044074657522587e-6
ASV 3320 Rhizobiaceae	Modern marine	3.0044074657522587e-6
ASV 3321 Burkholderiaceae	Modern marine	3.0044074657522587e-6
ASV 3322 Campylobacterales	Modern marine	3.2547747545649467e-6
ASV 3323 Campylobacterales	Modern marine	3.0044074657522587e-6
ASV 3324 Deltaproteobacteria	Modern marine	1.2518364440634412e-6
ASV 3325 TRA3-20	Modern marine	3.755509332190323e-6
ASV 3326 Alphaproteobacteria	Modern marine	3.2547747545649467e-6
ASV 3327 Betaproteobacteriales	Modern marine	3.2547747545649467e-6
ASV 3328 Paraherbaspirillum	Modern marine	3.0044074657522587e-6
ASV 3329 Rhodocyclaceae	Modern marine	3.0044074657522587e-6
ASV 3330 Anaerolineaceae	Modern marine	3.0044074657522587e-6
ASV 3331 Candidatus Falkowbacteria	Modern marine	4.005876621003011e-6
ASV 3332 Syntrophus	Modern marine	2.7540401769395703e-6
ASV 3333 Bacteroidetes vadinHA17	Modern marine	3.0044074657522587e-6
ASV 3334 Omnitrophicaeota	Modern marine	3.2547747545649467e-6
ASV 3335 NKB15	Modern marine	3.2547747545649467e-6
ASV 3336 Absconditabacteriales (SR1)	Modern marine	3.0044074657522587e-6
ASV 3337 Napoli-4B-65	Modern marine	2.7540401769395703e-6
ASV 3338 Dehalococcoidia	Modern marine	4.506611198628388e-6
ASV 3339 Betaproteobacteriales	Modern marine	3.0044074657522587e-6
ASV 3340 Thermodesulfovibrionia	Modern marine	3.2547747545649467e-6
ASV 3341 Aquincola	Modern marine	3.505142043377635e-6
ASV 3342 Rhizorhapis	Modern marine	3.2547747545649467e-6
ASV 3343 Extensimonas	Modern marine	3.2547747545649467e-6
ASV 3344 Campylobacterales	Old saline	8.609785164335687e-6
ASV 3345 Candidatus Paceibacter	Old saline	9.32726726136366e-6
ASV 3346 Bacteria	Old saline	8.609785164335687e-6
ASV 3347 Parcubacteria	Old saline	9.32726726136366e-6
ASV 3348 Rhizobacter	Old saline	8.609785164335687e-6
ASV 3349 KD4-96	Old saline	9.32726726136366e-6
ASV 3350 RBG-16-55-12	Old saline	9.32726726136366e-6
ASV 3351 Leptolyngbya PCC-6306	Old saline	8.609785164335687e-6
ASV 3352 Ramlibacter	Old saline	9.32726726136366e-6
ASV 3353 Napoli-4B-65	Old saline	8.609785164335687e-6
ASV 3354 Candidatus Falkowbacteria	Old saline	8.609785164335687e-6
ASV 3355 Sh765B-AG-111	Old saline	9.32726726136366e-6
ASV 3356 Syntrophus	Old saline	8.609785164335687e-6
ASV 3357 Kazania	Old saline	8.609785164335687e-6
ASV 3358 Gemmatimonadaceae	Modern marine	3.755509332190323e-6
ASV 3359 Desulfobacteraceae	Modern marine	3.2547747545649467e-6
ASV 3360 Rhizobiaceae	Modern marine	3.2547747545649467e-6
ASV 3361 Desulfovibrio	Modern marine	3.2547747545649467e-6
ASV 3362 vadinBA26	Modern marine	2.253305599314194e-6
ASV 3363 Woesearchaeia	Modern marine	1.2267997151821723e-5
ASV 3364 Deltaproteobacteria	Modern marine	3.0044074657522587e-6
ASV 3365 Calditrichaceae	Modern marine	3.2547747545649467e-6
ASV 3366 Dehalococcoidia	Modern marine	3.2547747545649467e-6
ASV 3367 Candidatus Jacksonbacteria	Modern marine	3.0044074657522587e-6
ASV 3368 MSBL5	Modern marine	3.2547747545649467e-6
ASV 3369 Parcubacteria	Modern marine	3.505142043377635e-6
ASV 3370 Woesearchaeia	Modern marine	3.0044074657522587e-6
ASV 3371 Woesearchaeia	Modern marine	3.0044074657522587e-6
ASV 3372 Desulfoconvexum	Modern marine	3.0044074657522587e-6
ASV 3373 Parvularculaceae	Old saline	5.022374679195818e-6
ASV 3374 Clostridiales	Modern marine	3.0044074657522587e-6
ASV 3375 Subgroup 21	Modern marine	3.0044074657522587e-6
ASV 3376 Candidatus Falkowbacteria	Modern marine	2.7540401769395703e-6
ASV 3377 Candidatus Uhrbacteria	Modern marine	2.7540401769395703e-6
ASV 3378 Candidatus Azambacteria	Modern marine	2.7540401769395703e-6
ASV 3379 Candidatus Falkowbacteria	Modern marine	2.7540401769395703e-6
ASV 3380 Syntrophus	Modern marine	2.5036728881268823e-6
ASV 3381 Latescibacteria	Modern marine	3.0044074657522587e-6
ASV 3382 Woesearchaeia	Modern marine	2.7540401769395707e-6
ASV 3383 Woesearchaeia	Modern marine	2.002938310501506e-6
ASV 3384 Candidatus Staskawiczbacteria	Modern marine	1.0014691552507528e-6
ASV 3385 Candidatus Kerfeldbacteria	Modern marine	2.5036728881268823e-6
ASV 3386 Woesearchaeia	Modern marine	2.5036728881268823e-6
ASV 3387 RBG-16-49-21	Modern marine	2.7540401769395703e-6
ASV 3388 Parcubacteria	Modern marine	3.0044074657522587e-6
ASV 3389 Woesearchaeia	Modern marine	7.511018664380647e-7
ASV 3390 Woesearchaeia	Modern marine	2.7540401769395703e-6
ASV 3391 Gemmataceae	Modern marine	3.2547747545649467e-6
ASV 3392 Aminicenantales	Modern marine	3.2547747545649467e-6
ASV 3393 Parcubacteria	Modern marine	3.505142043377635e-6
ASV 3394 Woesearchaeia	Modern marine	2.7540401769395703e-6
ASV 3395 Latescibacteraceae	Modern marine	4.005876621003012e-6
ASV 3396 Burkholderiaceae	Modern marine	3.0044074657522587e-6
ASV 3397 Spirochaeta 2	Modern marine	5.007345776253764e-7
ASV 3398 Thiobacillus	Old saline	8.609785164335687e-6
ASV 3399 Candidatus Woesebacteria	Old saline	7.892303067307712e-6
ASV 3400 Deltaproteobacteria	Old saline	7.892303067307714e-6
ASV 3401 Dehalococcoidia	Old saline	6.457338873251765e-6
ASV 3402 Candidatus Falkowbacteria	Modern marine	2.5036728881268823e-6
ASV 3403 Desulfovibrio	Modern marine	3.755509332190323e-6
ASV 3404 Rhodoferax	Modern marine	3.2547747545649467e-6
ASV 3405 Amphiplicatus	Modern marine	3.0044074657522587e-6
ASV 3406 Chitinivibrionia	Modern marine	1.2017629863009035e-5
ASV 3407 Microgenomatia	Modern marine	2.7540401769395703e-6
ASV 3408 Woesearchaeia	Modern marine	1.0515426130132906e-5
ASV 3409 Candidatus Azambacteria	Modern marine	2.7540401769395703e-6
ASV 3410 Muricauda	Modern marine	3.0044074657522587e-6
ASV 3411 SPG12-343-353-B75	Modern marine	2.5036728881268823e-6
ASV 3412 Dehalococcoidia	Modern marine	4.2562439098156994e-6
ASV 3413 Candidatus Kerfeldbacteria	Modern marine	2.7540401769395703e-6
ASV 3414 Pir4 lineage	Modern marine	2.7540401769395703e-6
ASV 3415 Margulisbacteria	Modern marine	2.7540401769395703e-6
ASV 3416 Woesearchaeia	Modern marine	2.7540401769395703e-6
ASV 3417 Campylobacterales	Modern marine	3.0044074657522587e-6
ASV 3418 Campylobacterales	Modern marine	2.7540401769395703e-6
ASV 3419 Desulfoconvexum	Modern marine	2.7540401769395703e-6
ASV 3420 Candidatus Kerfeldbacteria	Old saline	7.892303067307714e-6
ASV 3421 Sulfurimonas	Old saline	7.892303067307714e-6
ASV 3422 Thioglobaceae	Old saline	7.892303067307714e-6
ASV 3423 Candidatus Desulforudis	Old saline	7.892303067307714e-6
ASV 3424 RBG-16-55-12	Old saline	7.892303067307714e-6
ASV 3425 Zixibacteria	Old saline	8.609785164335687e-6
ASV 3426 Anaerolineae	Old saline	5.022374679195818e-6
ASV 3427 Paraherbaspirillum	Modern marine	2.7540401769395703e-6
ASV 3428 Paraherbaspirillum	Modern marine	2.7540401769395703e-6
ASV 3429 Paraherbaspirillum	Modern marine	2.7540401769395703e-6
ASV 3430 Paraherbaspirillum	Modern marine	2.7540401769395703e-6
ASV 3431 Thiobacillus	Modern marine	2.5036728881268823e-6
ASV 3432 Omnitrophicaeota	Modern marine	2.7540401769395703e-6
ASV 3433 Bacteria	Modern marine	3.0044074657522587e-6
ASV 3434 Candidatus Falkowbacteria	Modern marine	1.7525710216888175e-6
ASV 3435 Candidatus Falkowbacteria	Modern marine	2.7540401769395703e-6
ASV 3436 Candidatus Falkowbacteria	Modern marine	2.7540401769395703e-6
ASV 3437 Latescibacteria	Modern marine	3.505142043377635e-6
ASV 3438 Candidatus Peribacteria	Modern marine	1.7525710216888175e-6
ASV 3439 Woesearchaeia	Modern marine	1.7525710216888175e-6
ASV 3440 Candidatus Falkowbacteria	Modern marine	7.761385953193335e-6
ASV 3441 Bacteria	Modern marine	2.7540401769395703e-6
ASV 3442 ABY1	Modern marine	3.2547747545649467e-6
ASV 3443 Candidatus Falkowbacteria	Modern marine	3.0044074657522587e-6
ASV 3444 Corticibacterium	Modern marine	3.0044074657522587e-6
ASV 3445 Candidatus Falkowbacteria	Modern marine	2.7540401769395703e-6
ASV 3446 Candidatus Falkowbacteria	Modern marine	3.2547747545649467e-6
ASV 3447 Sideroxydans	Modern marine	3.0044074657522587e-6
ASV 3448 ODP123	Modern marine	4.506611198628388e-6
ASV 3449 Gimesiaceae	Modern marine	2.7540401769395703e-6
ASV 3450 SM1A02	Modern marine	3.0044074657522587e-6
ASV 3451 Candidatus Peregrinibacteria	Modern marine	1.5022037328761294e-6
ASV 3452 Parcubacteria	Modern marine	1.5022037328761294e-6
ASV 3453 Thiobacillus	Modern marine	2.7540401769395703e-6
ASV 3454 Burkholderiaceae	Modern marine	2.7540401769395703e-6
ASV 3455 Latescibacteria	Modern marine	3.254774754564947e-6
ASV 3456 Candidatus Falkowbacteria	Modern marine	2.5036728881268823e-6
ASV 3457 Campylobacterales	Modern marine	2.7540401769395703e-6
ASV 3458 Burkholderiaceae	Modern marine	2.7540401769395703e-6
ASV 3459 Campylobacterales	Modern marine	2.5036728881268823e-6
ASV 3460 Sulfurimonas	Modern marine	2.7540401769395703e-6
ASV 3461 Dehalococcoidia	Modern marine	3.0044074657522587e-6
ASV 3462 Rhizobiaceae	Modern marine	2.5036728881268823e-6
ASV 3463 Paraherbaspirillum	Modern marine	2.7540401769395703e-6
ASV 3464 Burkholderiaceae	Modern marine	2.5036728881268823e-6
ASV 3465 Bacteria	Modern marine	2.7540401769395703e-6
ASV 3466 IS-44	Modern marine	2.7540401769395703e-6
ASV 3467 Rhodocyclaceae	Modern marine	3.505142043377635e-6
ASV 3468 Rhodocyclaceae	Modern marine	3.2547747545649467e-6
ASV 3469 Bacteria	Modern marine	1.5022037328761294e-6
ASV 3470 Syntrophaceae	Modern marine	2.7540401769395703e-6
ASV 3471 CCM11a	Modern marine	2.7540401769395703e-6
ASV 3472 CCM11a	Modern marine	3.0044074657522587e-6
ASV 3473 SM23-30	Modern marine	3.0044074657522587e-6
ASV 3474 Candidatus Pacebacteria	Modern marine	2.7540401769395703e-6
ASV 3475 Bryobacter	Modern marine	2.7540401769395703e-6
ASV 3476 SM23-31	Modern marine	2.7540401769395703e-6
ASV 3477 Micrarchaeia	Modern marine	2.7540401769395703e-6
ASV 3478 Ferritrophicum	Modern marine	5.007345776253765e-6
ASV 3479 Dadabacteriales	Old saline	7.892303067307714e-6
ASV 3480 Magnetospiraceae	Old saline	7.892303067307714e-6
ASV 3481 Sulfurimonas	Old saline	8.609785164335687e-6
ASV 3482 Bacillus	Old saline	5.022374679195818e-6
ASV 3483 Rhizorhapis	Old saline	7.892303067307714e-6
ASV 3484 Bacteria	Old saline	8.609785164335687e-6
ASV 3485 Phycisphaera	Old saline	8.609785164335687e-6
ASV 3486 Hadesarchaeaeota	Old saline	7.892303067307714e-6
ASV 3487 Omnitrophicaeota	Old saline	7.892303067307714e-6
ASV 3488 Corynebacterium 1	Old saline	7.892303067307714e-6
ASV 3489 Aminicenantales	Old saline	8.609785164335687e-6
ASV 3490 Bacteria	Old saline	8.609785164335687e-6
ASV 3491 Pseudoalteromonas	Old saline	7.892303067307714e-6
ASV 3492 Thermodesulfovibrionia	Old saline	8.609785164335687e-6
ASV 3493 Bacteria	Old saline	7.174820970279739e-6
ASV 3494 Thermodesulfovibrionia	Old saline	9.32726726136366e-6
ASV 3495 Omnitrophicaeota	Old saline	8.609785164335687e-6
ASV 3496 Burkholderiaceae	Old saline	9.32726726136366e-6
ASV 3497 Candidatus Kaiserbacteria	Modern marine	2.7540401769395703e-6
ASV 3498 Omnitrophicaeota	Modern marine	2.7540401769395703e-6
ASV 3499 Rhizobiaceae	Modern marine	3.0044074657522587e-6
ASV 3500 WOR-1	Modern marine	3.0044074657522587e-6
ASV 3501 Desulfatiglans	Modern marine	1.2518364440634412e-6
ASV 3502 Spirochaetaceae	Modern marine	3.0044074657522587e-6
ASV 3503 Candidatus Falkowbacteria	Modern marine	3.0044074657522587e-6
ASV 3504 Dehalococcoidia	Modern marine	4.506611198628388e-6
ASV 3505 PS-B29	Modern marine	3.0044074657522587e-6
ASV 3506 Omnitrophicaeota	Modern marine	2.5036728881268823e-6
ASV 3507 Kazania	Modern marine	2.7540401769395703e-6
ASV 3508 Candidatus Falkowbacteria	Modern marine	2.7540401769395703e-6
ASV 3509 Thermodesulfovibrionia	Meteoric	0.010456181667772155
ASV 3510 Simkaniaceae	Modern marine	1.2518364440634412e-6
ASV 3511 Pir4 lineage	Modern marine	1.0014691552507528e-6
ASV 3512 FW113	Modern marine	2.5036728881268823e-6
ASV 3513 mle1-8	Modern marine	3.0044074657522587e-6
ASV 3514 Desulfarculaceae	Modern marine	2.5036728881268823e-6
ASV 3515 Candidatus Vogelbacteria	Modern marine	2.5036728881268823e-6
ASV 3516 Desulfatitalea	Modern marine	3.0044074657522587e-6
ASV 3517 Acetothermiia	Modern marine	2.5036728881268823e-6
ASV 3518 WWE3	Modern marine	2.5036728881268823e-6
ASV 3519 WWE3	Modern marine	3.0044074657522587e-6
ASV 3520 FW22	Modern marine	2.5036728881268823e-6
ASV 3521 Candidatus Uhrbacteria	Modern marine	2.5036728881268823e-6
ASV 3522 Zixibacteria	Modern marine	2.7540401769395703e-6
ASV 3523 Dehalococcoidia	Modern marine	2.5036728881268823e-6
ASV 3524 Desulfobacca	Modern marine	2.7540401769395703e-6
ASV 3525 Lineage IV	Modern marine	3.0044074657522587e-6
ASV 3526 Berkelbacteria	Modern marine	3.2547747545649467e-6
ASV 3527 UASB-TL25	Modern marine	2.0029383105015055e-6
ASV 3528 Woesearchaeia	Modern marine	7.511018664380647e-7
ASV 3529 Dehalococcoidia	Modern marine	5.758447642691829e-6
ASV 3530 Woesearchaeia	Modern marine	7.511018664380647e-7
ASV 3531 Candidatus Kuenenbacteria	Modern marine	2.5036728881268823e-6
ASV 3532 Desulfoconvexum	Modern marine	2.5036728881268823e-6
ASV 3533 SG8-5	Modern marine	2.5036728881268823e-6
ASV 3534 MSBL5	Modern marine	1.7525710216888175e-6
ASV 3535 BD2-11 terrestrial_group	Modern marine	2.5036728881268823e-6
ASV 3536 Anaerolineaceae	Modern marine	2.5036728881268823e-6
ASV 3537 Amphiplicatus	Modern marine	2.5036728881268823e-6
ASV 3538 GIF3	Modern marine	2.5036728881268823e-6
ASV 3539 Burkholderiaceae	Old saline	7.892303067307714e-6
ASV 3540 Thiobacillus	Old saline	9.32726726136366e-6
ASV 3541 GIF3	Modern marine	2.7540401769395703e-6
ASV 3542 Magnetospiraceae	Modern marine	2.7540401769395707e-6
ASV 3543 Candidatus Falkowbacteria	Modern marine	2.253305599314194e-6
ASV 3544 Candidatus Moranbacteria	Modern marine	2.5036728881268823e-6
ASV 3545 Desulfosporosinus	Modern marine	2.7540401769395703e-6
ASV 3546 Candidatus Falkowbacteria	Modern marine	2.5036728881268823e-6
ASV 3547 Archaea	Modern marine	2.7540401769395703e-6
ASV 3548 WOR-1	Modern marine	2.7540401769395703e-6
ASV 3549 Sh765B-AG-111	Modern marine	2.5036728881268823e-6
ASV 3550 Rhodopseudomonas	Modern marine	2.5036728881268823e-6
ASV 3551 Dehalococcoidia	Modern marine	2.5036728881268823e-6
ASV 3552 WWE3	Modern marine	3.2547747545649467e-6
ASV 3553 Dehalococcoidia	Modern marine	2.5036728881268823e-6
ASV 3554 Legionella	Modern marine	2.5036728881268823e-6
ASV 3555 Dehalococcoidia	Modern marine	2.5036728881268823e-6
ASV 3556 GIF3	Modern marine	2.7540401769395703e-6
ASV 3557 Candidatus Desulforudis	Modern marine	2.5036728881268823e-6
ASV 3558 Candidatus Staskawiczbacteria	Modern marine	2.5036728881268823e-6
ASV 3559 Woesearchaeia	Modern marine	2.5036728881268823e-6
ASV 3560 Omnitrophicaeota	Modern marine	7.511018664380647e-7
ASV 3561 MSBL8	Modern marine	2.5036728881268823e-6
ASV 3562 Candidatus Desulforudis	Modern marine	2.5036728881268823e-6
ASV 3563 Omnitrophicaeota	Modern marine	2.5036728881268823e-6
ASV 3564 Candidatus Desulforudis	Modern marine	2.5036728881268823e-6
ASV 3565 Omnitrophicaeota	Modern marine	2.0029383105015055e-6
ASV 3566 Campylobacterales	Modern marine	2.5036728881268823e-6
ASV 3567 ABY1	Old saline	8.609785164335687e-6
ASV 3568 Candidatus Azambacteria	Old saline	7.892303067307714e-6
ASV 3569 Woesearchaeia	Old saline	7.174820970279739e-6
ASV 3570 CCM11a	Old saline	3.5874104851398697e-6
ASV 3571 Pseudohongiella	Modern marine	2.5036728881268823e-6
ASV 3572 Paraherbaspirillum	Modern marine	3.0044074657522587e-6
ASV 3573 Hydrogenophilaceae	Modern marine	2.5036728881268823e-6
ASV 3574 Candidatus Falkowbacteria	Modern marine	2.253305599314194e-6
ASV 3575 Candidatus Uhrbacteria	Modern marine	2.5036728881268823e-6
ASV 3576 Candidatus Falkowbacteria	Modern marine	2.5036728881268823e-6
ASV 3577 Candidatus Nomurabacteria	Modern marine	2.7540401769395703e-6
ASV 3578 Candidatus Kerfeldbacteria	Modern marine	2.5036728881268823e-6
ASV 3579 ABY1	Modern marine	3.254774754564947e-6
ASV 3580 CCM11a	Modern marine	3.505142043377635e-6
ASV 3581 Candidatus Falkowbacteria	Modern marine	2.5036728881268823e-6
ASV 3582 Candidatus Falkowbacteria	Modern marine	2.253305599314194e-6
ASV 3583 Candidatus Falkowbacteria	Modern marine	2.5036728881268823e-6
ASV 3584 Dehalococcoidia	Modern marine	1.5022037328761294e-6
ASV 3585 ABY1	Modern marine	2.253305599314194e-6
ASV 3586 Thermodesulfovibrionia	Modern marine	2.7540401769395703e-6
ASV 3587 Candidatus Kerfeldbacteria	Modern marine	2.7540401769395703e-6
ASV 3588 Paraherbaspirillum	Modern marine	2.7540401769395707e-6
ASV 3589 Desulfarculaceae	Modern marine	2.0029383105015055e-6
ASV 3590 Desulfarculaceae	Modern marine	2.7540401769395703e-6
ASV 3591 Dehalococcoidia	Modern marine	5.257713065066453e-6
ASV 3592 TRA3-20	Old saline	2.8699283881118955e-6
ASV 3593 Woesearchaeia	Modern marine	1.5022037328761294e-6
ASV 3594 MidBa8	Modern marine	1.7525710216888175e-6
ASV 3595 Bacteria	Modern marine	1.7525710216888175e-6
ASV 3596 Paraherbaspirillum	Modern marine	2.5036728881268823e-6
ASV 3597 Betaproteobacteriales	Modern marine	2.5036728881268823e-6
ASV 3598 Campylobacterales	Modern marine	2.5036728881268823e-6
ASV 3599 Betaproteobacteriales	Modern marine	2.5036728881268823e-6
ASV 3600 TSBb06	Modern marine	2.5036728881268823e-6
ASV 3601 Burkholderiaceae	Modern marine	3.505142043377635e-6
ASV 3602 Betaproteobacteriales	Modern marine	2.0029383105015055e-6
ASV 3603 Burkholderiaceae	Modern marine	2.5036728881268823e-6
ASV 3604 Burkholderiaceae	Modern marine	2.5036728881268823e-6
ASV 3605 Candidatus Falkowbacteria	Modern marine	2.5036728881268823e-6
ASV 3606 Filomicrobium	Modern marine	2.5036728881268823e-6
ASV 3607 Bacteria	Modern marine	3.2547747545649467e-6
ASV 3608 ABY1	Modern marine	2.5036728881268823e-6
ASV 3609 Rhodothermaceae	Modern marine	2.5036728881268823e-6
ASV 3610 4-29-1	Modern marine	2.7540401769395703e-6
ASV 3611 Sulfurisoma	Modern marine	2.7540401769395703e-6
ASV 3612 Candidatus Azambacteria	Modern marine	2.5036728881268823e-6
ASV 3613 Omnitrophicaeota	Modern marine	3.505142043377635e-6
ASV 3614 Bacteria	Modern marine	2.5036728881268823e-6
ASV 3615 Woesearchaeia	Modern marine	2.5036728881268823e-6
ASV 3616 Omnitrophicaeota	Modern marine	2.7540401769395703e-6
ASV 3617 Woesearchaeia	Modern marine	2.5036728881268823e-6
ASV 3618 Ferritrophicum	Modern marine	2.5036728881268823e-6
ASV 3619 PS-B29	Modern marine	3.2547747545649467e-6
ASV 3620 Betaproteobacteriales	Modern marine	2.7540401769395703e-6
ASV 3621 Absconditabacteriales (SR1)	Modern marine	2.7540401769395707e-6
ASV 3622 Betaproteobacteriales	Modern marine	2.7540401769395703e-6
ASV 3623 Thalassospira	Modern marine	2.5036728881268823e-6
ASV 3624 Rhodoferax	Modern marine	2.7540401769395703e-6
ASV 3625 Burkholderiaceae	Modern marine	2.7540401769395703e-6
ASV 3626 A0839	Modern marine	2.5036728881268823e-6
ASV 3627 Candidatus Paceibacter	Old saline	8.609785164335687e-6
ASV 3628 S085	Old saline	8.609785164335687e-6
ASV 3629 Candidatus Azambacteria	Old saline	7.174820970279739e-6
ASV 3630 Acidothermus	Old saline	8.609785164335687e-6
ASV 3631 Desulfobacteraceae	Old saline	7.174820970279739e-6
ASV 3632 Candidatus Beckwithbacteria	Old saline	7.174820970279739e-6
ASV 3633 Pseudomonas	Old saline	7.892303067307714e-6
ASV 3634 Desulfoconvexum	Old saline	7.174820970279739e-6
ASV 3635 Deinococcus	Old saline	7.892303067307714e-6
ASV 3636 Deinococcus	Old saline	7.892303067307714e-6
ASV 3637 Desulfobulbaceae	Old saline	7.174820970279739e-6
ASV 3638 Acinetobacter	Old saline	7.892303067307714e-6
ASV 3639 Burkholderiaceae	Old saline	7.174820970279739e-6
ASV 3640 Burkholderiaceae	Old saline	7.174820970279739e-6
ASV 3641 SJA-15	Old saline	7.174820970279739e-6
ASV 3642 Desulfoconvexum	Old saline	7.174820970279739e-6
ASV 3643 Omnitrophicaeota	Old saline	7.174820970279739e-6
ASV 3644 Ga0077536	Modern marine	5.007345776253765e-6
ASV 3645 Rhizobiales	Modern marine	3.0044074657522587e-6
ASV 3646 Rhizobiales	Modern marine	2.5036728881268823e-6
ASV 3647 Woesearchaeia	Modern marine	2.5036728881268823e-6
ASV 3648 Alphaproteobacteria	Modern marine	2.7540401769395703e-6
ASV 3649 WWE3	Modern marine	2.5036728881268823e-6
ASV 3650 WOR-1	Modern marine	2.5036728881268823e-6
ASV 3651 Iainarchaeales	Modern marine	2.5036728881268823e-6
ASV 3652 Omnitrophicaeota	Modern marine	2.5036728881268823e-6
ASV 3653 Omnitrophicaeota	Modern marine	2.253305599314194e-6
ASV 3654 Parcubacteria	Modern marine	2.5036728881268823e-6
ASV 3655 Pla4 lineage	Modern marine	3.505142043377635e-6
ASV 3656 Candidatus Kerfeldbacteria	Modern marine	2.7540401769395703e-6
ASV 3657 Woesearchaeia	Modern marine	2.5036728881268823e-6
ASV 3658 Desulfobulbaceae	Modern marine	2.7540401769395703e-6
ASV 3659 Omnitrophicaeota	Modern marine	2.5036728881268823e-6
ASV 3660 Berkelbacteria	Meteoric	2.8320378002519026e-4
ASV 3661 Bacteria	Modern marine	2.253305599314194e-6
ASV 3662 Candidatus Azambacteria	Modern marine	2.5036728881268823e-6
ASV 3663 Syntrophobacteraceae	Modern marine	2.253305599314194e-6
ASV 3664 Latescibacteraceae	Modern marine	2.5036728881268823e-6
ASV 3665 Aenigmarchaeales	Modern marine	2.253305599314194e-6
ASV 3666 Omnitrophicaeota	Modern marine	2.253305599314194e-6
ASV 3667 Omnitrophicaeota	Modern marine	2.253305599314194e-6
ASV 3668 Campylobacterales	Modern marine	2.253305599314194e-6
ASV 3669 Candidatus Staskawiczbacteria	Modern marine	2.253305599314194e-6
ASV 3670 Omnitrophicaeota	Modern marine	2.5036728881268823e-6
ASV 3671 Candidatus Kerfeldbacteria	Modern marine	1.0014691552507528e-6
ASV 3672 WWE3	Modern marine	1.0014691552507528e-6
ASV 3673 Candidatus Endomicrobium	Modern marine	2.253305599314194e-6
ASV 3674 Bacteria	Modern marine	7.511018664380647e-7
ASV 3675 Woesearchaeia	Modern marine	2.253305599314194e-6
ASV 3676 Bacteria	Modern marine	2.253305599314194e-6
ASV 3677 SG8-4	Modern marine	2.253305599314194e-6
ASV 3678 Candidatus Magasanikbacteria	Modern marine	1.0014691552507528e-6
ASV 3679 Microgenomatia	Modern marine	5.007345776253764e-7
ASV 3680 Candidatus Woesebacteria	Modern marine	5.007345776253764e-7
ASV 3681 Candidatus Falkowbacteria	Modern marine	2.5036728881268823e-6
ASV 3682 Anaerolineae	Modern marine	3.505142043377635e-6
