asv	origin	relative_abundance
ASV 144 GIF3	Old saline	8.609785164335687e-6
ASV 145 WWE3	Meteoric	4.471638631976688e-5
ASV 145 WWE3	Modern marine	2.5036728881268823e-6
ASV 145 WWE3	Old saline	5.022374679195818e-6
ASV 146 WPS-2	Meteoric	5.962184842635584e-5
ASV 146 WPS-2	Modern marine	2.7540401769395703e-6
ASV 146 WPS-2	Old saline	3.5874104851398697e-6
ASV 147 Actinobacteria	Meteoric	9.837604990348713e-4
ASV 147 Actinobacteria	Modern marine	0.0010693186905189915
ASV 147 Actinobacteria	Old saline	2.676208221914343e-4
ASV 148 Bacteria	Meteoric	6.632930637432088e-4
ASV 148 Bacteria	Modern marine	7.335761562211765e-5
ASV 148 Bacteria	Old saline	6.457338873251765e-6
ASV 149 Candidatus Kerfeldbacteria	Meteoric	3.72636552664724e-5
ASV 149 Candidatus Kerfeldbacteria	Modern marine	6.952699610328352e-4
ASV 149 Candidatus Kerfeldbacteria	Old saline	1.4421390150262277e-4
ASV 150 Deltaproteobacteria	Meteoric	1.5650735211918408e-4
ASV 150 Deltaproteobacteria	Modern marine	1.1767262574196346e-4
ASV 150 Deltaproteobacteria	Old saline	2.008949871678327e-5
ASV 151 Patescibacteria	Meteoric	4.471638631976688e-5
ASV 151 Patescibacteria	Modern marine	1.677460835045011e-5
ASV 151 Patescibacteria	Old saline	2.1524462910839217e-6
ASV 152 Dehalococcoidia	Meteoric	9.763077679815768e-4
ASV 152 Dehalococcoidia	Modern marine	2.904260550227183e-5
ASV 152 Dehalococcoidia	Old saline	2.7264319687063007e-5
ASV 153 Actinobacteria	Meteoric	6.632930637432088e-4
ASV 153 Actinobacteria	Modern marine	7.335761562211765e-5
ASV 153 Actinobacteria	Old saline	6.457338873251765e-6
ASV 154 Patescibacteria	Meteoric	4.6206932530425777e-4
ASV 154 Patescibacteria	Modern marine	0.002701963780866531
ASV 154 Patescibacteria	Old saline	7.669883617229041e-4
